County,State,cases,deaths
Macon,AL,82,4
Marengo,AL,170,6
Dillingham Census Area,AK,1,0
Fairbanks North Star Borough,AK,85,2
Juneau City and Borough,AK,33,0
Kenai Peninsula Borough,AK,48,1
Ketchikan Gateway Borough,AK,16,0
Kodiak Island Borough,AK,1,0
Matanuska-Susitna Borough,AK,29,1
Nome Census Area,AK,3,0
North Slope Borough,AK,1,0
Northwest Arctic Borough,AK,2,0
Petersburg Borough,AK,3,0
Prince of Wales-Hyder Census Area,AK,2,0
Sitka City and Borough,AK,2,0
Southeast Fairbanks Census Area,AK,3,0
Unknown,AK,1,0
Valdez-Cordova Census Area,AK,2,0
Yukon-Koyukuk Census Area,AK,1,0
Apache,AZ,1524,35
Cochise,AZ,74,3
Bristol Bay Borough,AK,1,0
Bethel Census Area,AK,3,0
Anchorage,AK,232,4
Winston,AL,90,0
Marion,AL,122,11
Marshall,AL,693,9
Mobile,AL,2239,116
Monroe,AL,40,2
Montgomery,AL,1710,40
Morgan,AL,280,1
Perry,AL,39,0
Pickens,AL,116,4
Pike,AL,203,0
Madison,AL,339,4
Randolph,AL,127,7
Shelby,AL,517,20
St. Clair,AL,123,1
Sumter,AL,224,7
Talladega,AL,113,5
Tallapoosa,AL,427,65
Tuscaloosa,AL,783,15
Walker,AL,354,2
Washington,AL,70,6
Wilcox,AL,148,7
Russell,AL,171,0
Union,FL,32,1
Contra Costa,CA,1450,37
El Dorado,CA,90,0
Kent,DE,1436,63
New Castle,DE,3758,170
Sussex,DE,4253,133
Unknown,DE,51,0
District of Columbia,District of Columbia,8801,466
Alachua,FL,380,7
Baker,FL,29,3
Bay,FL,98,3
Bradford,FL,51,2
Brevard,FL,422,12
Broward,FL,7123,313
Calhoun,FL,63,4
Charlotte,FL,458,63
Citrus,FL,121,12
Clay,FL,382,28
Collier,FL,1539,49
Columbia,FL,144,2
DeSoto,FL,182,7
Dixie,FL,51,2
Windham,CT,384,14
Duval,FL,1644,50
Unknown,CT,234,0
New London,CT,1078,89
Pitkin,CO,58,2
Prowers,CO,14,0
Pueblo,CO,295,17
Rio Blanco,CO,1,0
Rio Grande,CO,33,0
Routt,CO,62,6
Saguache,CO,81,1
San Juan,CO,1,0
San Miguel,CO,23,0
Summit,CO,226,2
Teller,CO,32,2
Washington,CO,41,0
Weld,CO,2488,131
Yuma,CO,35,0
Fairfield,CT,15549,1277
Hartford,CT,10296,1250
Litchfield,CT,1397,133
Middlesex,CT,1104,152
New Haven,CT,11323,972
Tolland,CT,836,57
Escambia,FL,815,33
Flagler,FL,189,4
Franklin,FL,2,0
Miami-Dade,FL,17999,700
Monroe,FL,108,4
Nassau,FL,76,1
Okaloosa,FL,222,6
Okeechobee,FL,83,0
Orange,FL,2001,40
Osceola,FL,701,19
Palm Beach,FL,5994,337
Pasco,FL,386,13
Pinellas,FL,1297,82
Polk,FL,1027,55
Putnam,FL,152,6
Santa Rosa,FL,245,9
Sarasota,FL,635,77
Seminole,FL,490,12
St. Johns,FL,260,6
St. Lucie,FL,471,30
Sumter,FL,253,17
Suwannee,FL,167,18
Martin,FL,651,9
Marion,FL,248,7
Manatee,FL,1045,97
Madison,FL,69,4
Gadsden,FL,272,2
Gilchrist,FL,12,0
Glades,FL,30,1
Gulf,FL,1,0
Hamilton,FL,233,0
Hardee,FL,99,0
Hendry,FL,415,14
Hernando,FL,115,5
Highlands,FL,129,9
Phillips,CO,13,0
Hillsborough,FL,2201,81
Indian River,FL,130,10
Jackson,FL,251,1
Jefferson,FL,29,3
Lafayette,FL,8,0
Lake,FL,301,15
Lee,FL,1907,105
Leon,FL,403,7
Levy,FL,32,1
Liberty,FL,213,0
Holmes,FL,19,0
Park,CO,23,0
Ouray,CO,8,1
Otero,CO,19,1
San Benito,CA,87,2
San Bernardino,CA,5246,204
San Diego,CA,7544,312
San Francisco,CA,2561,42
San Joaquin,CA,888,35
San Luis Obispo,CA,270,1
San Mateo,CA,2129,84
Santa Barbara,CA,1660,12
Santa Clara,CA,2776,142
Santa Cruz,CA,212,3
Shasta,CA,39,4
Sierra,CA,1,0
Siskiyou,CA,7,0
Solano,CA,522,22
Sonoma,CA,564,4
Stanislaus,CA,744,29
Sutter,CA,46,2
Tehama,CA,4,1
Trinity,CA,2,0
Sacramento,CA,1414,57
Riverside,CA,7492,339
Plumas,CA,4,0
Placer,CA,215,9
Fresno,CA,1744,35
Glenn,CA,16,0
Humboldt,CA,101,3
Imperial,CA,2091,26
Inyo,CA,20,1
Kern,CA,2260,38
Kings,CA,1122,5
Lake,CA,23,0
Lassen,CA,5,0
Tulare,CA,1879,84
Los Angeles,CA,54996,2362
Marin,CA,483,14
Mariposa,CA,16,1
Mendocino,CA,30,0
Merced,CA,285,7
Mono,CA,38,1
Monterey,CA,530,10
Napa,CA,114,3
Nevada,CA,41,1
Orange,CA,6354,147
Madera,CA,106,2
Del Norte,CA,45,0
Tuolumne,CA,4,0
Yolo,CA,211,24
Gilpin,CO,3,0
Grand,CO,14,0
Gunnison,CO,177,6
Hinsdale,CO,3,0
Huerfano,CO,3,0
Jefferson,CO,2221,171
Kit Carson,CO,26,3
La Plata,CO,81,1
Lake,CO,31,0
Larimer,CO,583,27
Las Animas,CO,5,0
Lincoln,CO,3,0
Logan,CO,614,3
Mesa,CO,54,0
Mineral,CO,2,0
Moffat,CO,7,0
Montezuma,CO,45,3
Montrose,CO,172,12
Morgan,CO,629,43
Garfield,CO,139,2
Fremont,CO,26,0
Elbert,CO,53,2
El Paso,CO,1732,88
Yuba,CA,30,1
Adams,CO,3258,120
Alamosa,CO,76,2
Arapahoe,CO,4394,305
Archuleta,CO,8,0
Baca,CO,12,0
Bent,CO,2,0
Boulder,CO,980,65
Broomfield,CO,240,26
Ventura,CA,1116,33
Chaffee,CO,72,20
Clear Creek,CO,16,1
Conejos,CO,2,0
Costilla,CO,6,0
Crowley,CO,64,1
Custer,CO,2,0
Delta,CO,69,1
Denver,CO,5775,327
Douglas,CO,720,45
Eagle,CO,587,8
Cheyenne,CO,5,0
Laclede,MO,4,0
Randolph,IN,70,3
Rush,IN,62,2
Lenawee,MI,153,4
Livingston,MI,395,26
Luce,MI,3,0
Mackinac,MI,8,0
Macomb,MI,6695,810
Manistee,MI,11,0
Marquette,MI,56,11
Mason,MI,32,0
Mecosta,MI,21,2
Menominee,MI,8,0
Midland,MI,82,8
Missaukee,MI,16,1
Monroe,MI,474,19
Montcalm,MI,66,1
Montmorency,MI,5,0
Muskegon,MI,643,36
Newaygo,MI,105,0
Oakland,MI,8396,988
Oceana,MI,85,2
Leelanau,MI,11,0
Ogemaw,MI,21,1
Lapeer,MI,190,30
Kent,MI,3715,85
Delta,MI,17,2
Dickinson,MI,5,2
Eaton,MI,190,6
Emmet,MI,21,2
Genesee,MI,2013,252
Gladwin,MI,18,1
Gogebic,MI,5,1
Grand Traverse,MI,27,5
Gratiot,MI,74,10
Hillsdale,MI,169,24
Houghton,MI,6,0
Huron,MI,48,1
Ingham,MI,738,26
Ionia,MI,148,4
Iosco,MI,94,9
Isabella,MI,77,7
Jackson,MI,448,28
Kalamazoo,MI,844,55
Kalkaska,MI,19,2
Lake,MI,6,0
Osceola,MI,11,0
Oscoda,MI,5,1
Otsego,MI,102,10
Carver,MN,210,2
Cass,MN,14,2
Chippewa,MN,51,1
Chisago,MN,61,1
Clay,MN,423,28
Clearwater,MN,3,0
Cottonwood,MN,75,0
Crow Wing,MN,71,2
Dakota,MN,1327,55
Dodge,MN,52,0
Douglas,MN,42,0
Faribault,MN,18,0
Fillmore,MN,17,1
Freeborn,MN,117,0
Goodhue,MN,66,3
Grant,MN,4,0
Hennepin,MN,8393,613
Houston,MN,2,0
Hubbard,MN,2,0
Carlton,MN,73,0
Brown,MN,16,2
Blue Earth,MN,140,0
Big Stone,MN,5,0
Ottawa,MI,774,34
Presque Isle,MI,11,0
Roscommon,MI,21,0
Saginaw,MI,1038,108
Sanilac,MI,41,5
Schoolcraft,MI,4,0
Shiawassee,MI,240,26
St. Clair,MI,449,41
St. Joseph,MI,119,2
Crawford,MI,58,5
Tuscola,MI,187,23
Van Buren,MI,144,6
Washtenaw,MI,1336,99
Wayne,MI,20415,2461
Wexford,MI,11,3
Aitkin,MN,8,0
Anoka,MN,1399,70
Becker,MN,40,0
Beltrami,MN,15,0
Benton,MN,177,3
Unknown,MI,4083,73
Clinton,MI,139,11
Clare,MI,19,2
Chippewa,MI,2,0
Knox,ME,20,0
Lincoln,ME,20,0
Oxford,ME,34,0
Penobscot,ME,100,1
Piscataquis,ME,1,0
Sagadahoc,ME,30,0
Somerset,ME,22,0
Unknown,ME,2,0
Waldo,ME,51,14
Washington,ME,2,0
York,ME,385,10
Allegany,MD,178,17
Anne Arundel,MD,3794,174
Baltimore,MD,6080,344
Baltimore city,MD,5672,258
Calvert,MD,342,18
Caroline,MD,259,1
Carroll,MD,914,90
Cecil,MD,371,23
Kennebec,ME,128,9
Hancock,ME,11,1
Franklin,ME,36,1
Cumberland,ME,1175,50
St. John the Baptist,LA,860,79
St. Landry,LA,257,54
St. Martin,LA,298,23
St. Mary,LA,319,30
St. Tammany,LA,1749,158
Tangipahoa,LA,858,35
Tensas,LA,11,0
Terrebonne,LA,679,52
Union,LA,317,17
Charles,MD,1109,72
Unknown,LA,189,105
Vernon,LA,26,3
Washington,LA,425,38
Webster,LA,147,7
West Baton Rouge,LA,166,30
West Carroll,LA,62,0
West Feliciana,LA,209,13
Winn,LA,164,2
Androscoggin,ME,298,2
Aroostook,ME,10,1
Vermilion,LA,53,3
Isanti,MN,35,0
Dorchester,MD,142,3
Garrett,MD,10,0
Plymouth,MA,7859,552
Suffolk,MA,17936,871
Unknown,MA,297,7
Worcester,MA,11018,767
Alcona,MI,15,1
Allegan,MI,218,6
Alpena,MI,94,9
Antrim,MI,12,0
Arenac,MI,34,1
Baraga,MI,1,0
Barry,MI,63,2
Bay,MI,310,23
Benzie,MI,4,0
Berrien,MI,626,49
Branch,MI,121,2
Calhoun,MI,371,22
Cass,MI,83,3
Charlevoix,MI,15,1
Cheboygan,MI,21,1
Norfolk,MA,8079,821
Nantucket,MA,13,0
Middlesex,MA,21287,1615
Hampshire,MA,855,89
Harford,MD,885,51
Howard,MD,1932,58
Kent,MD,173,19
Montgomery,MD,11401,612
Prince George's,MD,15808,541
Queen Anne's,MD,160,13
Somerset,MD,73,2
St. Mary's,MD,499,22
Talbot,MD,99,2
Frederick,MD,1918,105
Unknown,MD,0,50
Wicomico,MD,953,30
Worcester,MD,215,13
Barnstable,MA,1312,116
Berkshire,MA,544,40
Bristol,MA,7159,415
Dukes,MA,27,1
Essex,MA,14225,925
Franklin,MA,319,47
Hampden,MA,6035,580
Washington,MD,469,14
St. James,LA,294,25
Itasca,MN,54,10
Kanabec,MN,11,1
Smith,MS,152,11
Stone,MS,30,0
Sunflower,MS,84,3
Tallahatchie,MS,27,1
Tate,MS,94,1
Tippah,MS,73,11
Tishomingo,MS,32,0
Tunica,MS,55,3
Union,MS,82,5
Walthall,MS,56,0
Warren,MS,173,10
Washington,MS,178,7
Wayne,MS,204,1
Webster,MS,69,2
Wilkinson,MS,85,9
Winston,MS,117,1
Yalobusha,MS,93,5
Yazoo,MS,281,4
Adair,MO,55,0
Simpson,MS,98,0
Andrew,MO,30,0
Sharkey,MS,7,0
Rankin,MS,439,8
Leflore,MS,264,31
Lincoln,MS,263,29
Lowndes,MS,211,9
Madison,MS,724,23
Marion,MS,114,9
Marshall,MS,81,3
Monroe,MS,257,25
Montgomery,MS,85,1
Neshoba,MS,646,39
Newton,MS,270,4
Noxubee,MS,186,6
Oktibbeha,MS,239,12
Panola,MS,71,3
Pearl River,MS,209,31
Perry,MS,50,3
Pike,MS,203,11
Pontotoc,MS,35,3
Prentiss,MS,53,3
Quitman,MS,33,0
Scott,MS,644,12
Atchison,MO,3,0
Audrain,MO,82,0
Barry,MO,9,0
DeKalb,MO,6,0
Dent,MO,1,0
Douglas,MO,1,0
Dunklin,MO,38,2
Franklin,MO,139,16
Gasconade,MO,2,0
Gentry,MO,31,1
Greene,MO,151,8
Grundy,MO,3,0
Harrison,MO,9,0
Henry,MO,12,3
Holt,MO,2,0
Howard,MO,3,0
Howell,MO,7,0
Iron,MO,2,0
Jackson,MO,596,19
Jasper,MO,32,0
Jefferson,MO,349,17
Johnson,MO,76,0
Daviess,MO,4,0
Dallas,MO,3,0
Crawford,MO,8,0
Cooper,MO,9,0
Bates,MO,7,1
Benton,MO,11,0
Bollinger,MO,6,0
Boone,MO,152,1
Buchanan,MO,692,2
Butler,MO,33,0
Caldwell,MO,5,0
Callaway,MO,29,1
Camden,MO,37,1
Lee,MS,153,6
Cape Girardeau,MO,73,2
Carter,MO,5,1
Cass,MO,90,8
Cedar,MO,9,0
Chariton,MO,6,0
Christian,MO,23,0
Clark,MO,1,0
Clay,MO,173,3
Clinton,MO,18,0
Cole,MO,60,1
Carroll,MO,8,0
Leake,MS,427,12
Lawrence,MS,102,1
Lauderdale,MS,738,62
Pipestone,MN,12,0
Polk,MN,61,2
Pope,MN,9,0
Ramsey,MN,3019,124
Red Lake,MN,4,0
Redwood,MN,5,0
Renville,MN,5,0
Rice,MN,462,2
Rock,MN,22,0
Roseau,MN,2,0
Scott,MN,426,2
Sherburne,MN,243,2
Sibley,MN,16,0
St. Louis,MN,118,14
Stearns,MN,2021,13
Steele,MN,158,0
Stevens,MN,1,0
Swift,MN,18,0
Todd,MN,316,0
Pine,MN,89,0
Pennington,MN,19,0
Otter Tail,MN,68,0
Olmsted,MN,626,10
Kandiyohi,MN,496,1
Kittson,MN,1,0
Koochiching,MN,8,0
Lac qui Parle,MN,3,0
Lake,MN,1,0
Le Sueur,MN,44,1
Lincoln,MN,5,0
Lyon,MN,56,0
Mahnomen,MN,6,1
Traverse,MN,3,0
Marshall,MN,12,0
McLeod,MN,37,0
Meeker,MN,45,0
Mille Lacs,MN,19,1
Morrison,MN,46,0
Mower,MN,318,2
Murray,MN,39,0
Nicollet,MN,87,10
Nobles,MN,1539,5
Norman,MN,13,0
Martin,MN,130,5
Jackson,MN,39,0
Unknown,MN,99,10
Wadena,MN,10,0
Forrest,MS,564,38
Franklin,MS,29,2
George,MS,25,1
Greene,MS,13,1
Grenada,MS,94,3
Hancock,MS,91,11
Harrison,MS,258,7
Hinds,MS,1006,25
Holmes,MS,429,28
Humphreys,MS,59,7
Itawamba,MS,86,7
Jackson,MS,308,13
Jasper,MS,163,4
Jefferson,MS,42,1
Jefferson Davis,MS,77,3
Jones,MS,629,28
Kemper,MS,144,11
Lafayette,MS,136,4
Lamar,MS,238,5
DeSoto,MS,542,7
Covington,MS,164,2
Copiah,MS,312,4
Coahoma,MS,125,4
Waseca,MN,26,0
Washington,MN,636,32
Watonwan,MN,74,0
Wilkin,MN,11,3
Winona,MN,79,15
Wright,MN,313,1
Yellow Medicine,MN,6,0
Adams,MS,199,15
Alcorn,MS,17,1
Wabasha,MN,18,0
Amite,MS,64,1
Benton,MS,14,0
Bolivar,MS,162,11
Calhoun,MS,65,4
Carroll,MS,117,11
Chickasaw,MS,135,12
Choctaw,MS,43,2
Claiborne,MS,110,2
Clarke,MS,144,18
Clay,MS,112,4
Attala,MS,298,17
Ripley,IN,109,6
St. Helena,LA,51,1
St. Bernard,LA,536,22
Winneshiek,IA,24,0
Woodbury,IA,2754,34
Worth,IA,3,0
Wright,IA,169,0
Anderson,KS,1,0
Atchison,KS,20,0
Barber,KS,1,0
Barton,KS,45,1
Bourbon,KS,8,1
Brown,KS,6,0
Butler,KS,35,0
Chase,KS,4,0
Chautauqua,KS,4,0
Cherokee,KS,10,0
Cheyenne,KS,2,0
Clark,KS,33,0
Clay,KS,5,1
Cloud,KS,5,0
Coffey,KS,50,8
Winnebago,IA,11,0
Comanche,KS,2,0
Webster,IA,41,1
Washington,IA,189,8
Palo Alto,IA,6,0
Plymouth,IA,133,2
Pocahontas,IA,12,0
Polk,IA,4239,126
Pottawattamie,IA,264,8
Poweshiek,IA,90,8
Ringgold,IA,4,0
Sac,IA,19,0
Scott,IA,361,10
Shelby,IA,37,0
Sioux,IA,282,0
Story,IA,116,1
Tama,IA,403,27
Taylor,IA,56,0
Union,IA,8,0
Unknown,IA,1,0
Van Buren,IA,9,0
Wapello,IA,595,10
Warren,IA,133,0
Wayne,IA,1,0
Cowley,KS,5,1
Crawford,KS,6,1
Dickinson,KS,3,0
Labette,KS,22,0
Lane,KS,3,0
Leavenworth,KS,1082,7
Linn,KS,10,0
Lyon,KS,408,3
Marion,KS,7,1
McPherson,KS,27,0
Meade,KS,29,0
Miami,KS,7,0
Mitchell,KS,4,0
Montgomery,KS,20,2
Morris,KS,5,0
Morton,KS,5,0
Nemaha,KS,15,0
Neosho,KS,2,0
Ness,KS,1,0
Norton,KS,2,0
Osage,KS,7,0
Osborne,KS,2,0
Kiowa,KS,2,0
Kearny,KS,45,1
Johnson,KS,839,63
Jewell,KS,4,0
Doniphan,KS,13,0
Douglas,KS,66,0
Edwards,KS,5,0
Ellis,KS,10,0
Ellsworth,KS,2,0
Finney,KS,1481,8
Ford,KS,1738,2
Franklin,KS,35,0
Geary,KS,17,0
Page,IA,13,0
Gove,KS,1,0
Gray,KS,22,0
Greenwood,KS,8,0
Hamilton,KS,18,0
Harper,KS,2,0
Harvey,KS,15,2
Haskell,KS,21,0
Hodgeman,KS,4,0
Jackson,KS,100,1
Jefferson,KS,22,0
Grant,KS,18,0
Osceola,IA,33,0
O'Brien,IA,31,0
Muscatine,IA,557,41
Appanoose,IA,15,3
Audubon,IA,12,1
Benton,IA,43,1
Black Hawk,IA,1747,44
Boone,IA,62,0
Bremer,IA,70,6
Buchanan,IA,33,0
Buena Vista,IA,793,0
Butler,IA,16,1
Calhoun,IA,2,0
Carroll,IA,11,0
Cass,IA,12,0
Cedar,IA,48,1
Cerro Gordo,IA,29,1
Cherokee,IA,31,0
Chickasaw,IA,10,0
Clarke,IA,55,0
Clay,IA,16,0
Clayton,IA,35,3
Allamakee,IA,121,4
Adams,IA,7,0
Adair,IA,9,0
Whitley,IN,42,3
Scott,IN,121,3
Spencer,IN,23,1
St. Joseph,IN,1283,39
Starke,IN,40,3
Steuben,IN,83,2
Sullivan,IN,36,1
Switzerland,IN,21,0
Tippecanoe,IN,404,3
Tipton,IN,26,2
Clinton,IA,64,1
Union,IN,22,0
Vermillion,IN,11,0
Vigo,IN,170,9
Wabash,IN,78,2
Warren,IN,13,1
Warrick,IN,167,29
Washington,IN,52,1
Wayne,IN,232,5
Wells,IN,32,0
White,IN,235,8
Vanderburgh,IN,277,2
Ottawa,KS,4,0
Crawford,IA,524,2
Davis,IA,22,0
Jefferson,IA,29,0
Johnson,IA,615,9
Jones,IA,36,0
Keokuk,IA,15,0
Kossuth,IA,10,0
Lee,IA,27,0
Linn,IA,955,79
Louisa,IA,344,11
Lucas,IA,17,0
Lyon,IA,24,0
Madison,IA,29,2
Mahaska,IA,94,10
Marion,IA,32,0
Marshall,IA,894,16
Mills,IA,19,0
Mitchell,IA,4,0
Monona,IA,25,0
Monroe,IA,38,5
Montgomery,IA,7,0
Jasper,IA,260,16
Jackson,IA,12,0
Iowa,IA,33,0
Ida,IA,14,0
Decatur,IA,1,0
Delaware,IA,15,0
Des Moines,IA,65,1
Dickinson,IA,21,0
Dubuque,IA,344,18
Emmet,IA,15,0
Fayette,IA,27,0
Floyd,IA,19,1
Franklin,IA,13,0
Dallas,IA,905,21
Fremont,IA,4,0
Grundy,IA,20,0
Guthrie,IA,51,3
Hamilton,IA,37,0
Hancock,IA,16,0
Hardin,IA,17,0
Harrison,IA,23,0
Henry,IA,71,1
Howard,IA,12,0
Humboldt,IA,18,0
Greene,IA,13,0
St. Charles,LA,638,44
Phillips,KS,2,0
Pratt,KS,2,0
Perry,KY,19,0
Pike,KY,29,2
Powell,KY,1,0
Pulaski,KY,58,2
Rockcastle,KY,13,0
Rowan,KY,7,0
Russell,KY,24,4
Scott,KY,35,0
Shelby,KY,164,4
Simpson,KY,52,3
Spencer,KY,22,0
Taylor,KY,11,1
Todd,KY,17,0
Trigg,KY,10,0
Trimble,KY,6,0
Union,KY,11,0
Warren,KY,1007,6
Washington,KY,6,0
Wayne,KY,8,0
Pendleton,KY,9,0
Webster,KY,34,0
Owsley,KY,2,0
Oldham,KY,83,5
Magoffin,KY,2,0
Marion,KY,21,0
Marshall,KY,38,2
Martin,KY,3,0
Mason,KY,9,0
McCracken,KY,95,2
McCreary,KY,13,0
McLean,KY,23,0
Meade,KY,22,2
Menifee,KY,10,0
Mercer,KY,13,0
Metcalfe,KY,7,1
Monroe,KY,17,0
Montgomery,KY,24,0
Morgan,KY,1,0
Muhlenberg,KY,497,7
Nelson,KY,41,1
Nicholas,KY,3,0
Ohio,KY,168,0
Owen,KY,2,0
Whitley,KY,13,0
Wolfe,KY,1,0
Woodford,KY,27,0
Jackson,LA,106,13
Jefferson,LA,7584,450
Jefferson Davis,LA,76,7
LaSalle,LA,51,0
Lafayette,LA,768,26
Lafourche,LA,821,71
Lincoln,LA,157,14
Livingston,LA,422,29
Madison,LA,97,0
Morehouse,LA,122,5
Natchitoches,LA,169,13
Orleans,LA,7127,507
Ouachita,LA,1248,41
Plaquemines,LA,211,17
Pointe Coupee,LA,197,24
Rapides,LA,790,26
Red River,LA,50,7
Richland,LA,135,3
Sabine,LA,46,0
Iberville,LA,567,41
Iberia,LA,408,38
Grant,LA,28,1
Franklin,LA,332,10
Acadia,LA,418,23
Allen,LA,184,10
Ascension,LA,820,56
Assumption,LA,252,14
Avoyelles,LA,128,9
Beauregard,LA,66,4
Bienville,LA,146,23
Bossier,LA,415,26
Caddo,LA,2562,188
Madison,KY,55,1
Calcasieu,LA,599,49
Cameron,LA,6,0
Catahoula,LA,113,3
Claiborne,LA,66,10
Concordia,LA,87,5
De Soto,LA,247,17
East Baton Rouge,LA,3618,239
East Carroll,LA,148,0
East Feliciana,LA,194,30
Evangeline,LA,78,1
Caldwell,LA,54,0
Lyon,KY,15,3
Logan,KY,145,4
Livingston,KY,9,0
Anderson,KY,18,1
Ballard,KY,12,0
Barren,KY,45,1
Bath,KY,9,1
Bell,KY,1,0
Boone,KY,462,17
Bourbon,KY,11,1
Boyd,KY,39,3
Boyle,KY,25,0
Bracken,KY,12,0
Breathitt,KY,3,0
Breckinridge,KY,17,2
Bullitt,KY,114,4
Butler,KY,228,13
Caldwell,KY,12,0
Calloway,KY,50,1
Campbell,KY,173,11
Carlisle,KY,5,1
Carroll,KY,12,0
Allen,KY,88,3
Adair,KY,97,19
Wyandotte,KS,1414,74
Woodson,KS,6,0
Reno,KS,51,0
Republic,KS,4,0
Rice,KS,4,0
Riley,KS,64,1
Rooks,KS,7,0
Saline,KS,29,2
Scott,KS,13,0
Sedgwick,KS,585,21
Seward,KS,883,2
Carter,KY,11,0
Shawnee,KS,300,7
Sherman,KS,7,0
Smith,KS,2,0
Stafford,KS,1,0
Stanton,KS,9,0
Stevens,KS,30,0
Sumner,KS,8,1
Trego,KS,1,0
Wabaunsee,KS,31,0
Wilson,KS,1,0
Sheridan,KS,2,0
Pottawatomie,KS,27,0
Casey,KY,3,0
Clark,KY,41,0
Henderson,KY,116,4
Henry,KY,22,0
Hickman,KY,5,0
Hopkins,KY,222,31
Jackson,KY,61,13
Jefferson,KY,2555,161
Jessamine,KY,62,0
Johnson,KY,5,0
Kenton,KY,585,33
Knott,KY,4,0
Knox,KY,8,0
Larue,KY,8,0
Laurel,KY,21,2
Lawrence,KY,2,0
Lee,KY,1,0
Leslie,KY,6,0
Letcher,KY,5,0
Lewis,KY,8,0
Lincoln,KY,8,1
Hart,KY,26,0
Harrison,KY,19,0
Harlan,KY,1,0
Hardin,KY,102,2
Clay,KY,7,0
Clinton,KY,3,0
Crittenden,KY,6,1
Cumberland,KY,5,0
Daviess,KY,317,6
Edmonson,KY,60,9
Elliott,KY,1,0
Fayette,KY,714,13
Fleming,KY,3,0
Christian,KY,119,3
Floyd,KY,18,0
Fulton,KY,7,0
Gallatin,KY,36,3
Garrard,KY,5,0
Grant,KY,44,4
Graves,KY,165,19
Grayson,KY,124,8
Green,KY,1,0
Greenup,KY,14,0
Hancock,KY,8,0
Franklin,KY,38,0
Weston,WY,1,0
